location,county,date,visitor,algaeobserved,algalid,cyanobacteriadominant,toxinpresent,mcvalue,mcqualifier,cylvalue,cylqualifier,anavalue,anaqualifier,saxvalue,saxqualifier,nodvalue,nodqualifier,othertoxins,comments,datetime,latitude,longitude,sampledepth,picurl
Doctor's Inlet at Boy Scouts of America,Clay,6/24/2019,DEP_NE_ROC,No,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,High Dissolved Oxygen,6/24/2019 17:30,30.149649,-81.744984,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/426/attachments/475?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctor's Inlet - Mouth,Clay,6/24/2019,DEP_NE_ROC,No,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,High Dissolved Oxygen,6/24/2019 17:00,30.14806,-81.70516,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/425/attachments/473?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
NW side of Crescent Lake,Putnam,6/24/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,5.3,,0.18,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.18;  Saxitoxin/Paralytic Shellfish Toxins: 0.09,,6/24/2019 12:15,29.49227778,-81.54113889,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/437/attachments/495?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Goodbys Creek at SR 13,Duval,6/20/2019,DEP_NE_ROC,No,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,6/20/2019 19:20,30.21559,-81.61625,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/413/attachments/443?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
BUC,Flagler,6/19/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,2.07,,7.3,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 7.3;  Saxitoxin/Paralytic Shellfish Toxins: 1.20,,6/19/2019 13:43,29.42463889,-81.43686111,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/407/attachments/432?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Crescent Lake Boat Ramp,Putnam,6/19/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,0.89,,0.46,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.46;  Saxitoxin/Paralytic Shellfish Toxins: 0.12,,6/19/2019 13:12,29.42836111,-81.50627778,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/406/attachments/431?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Dunns Creek,Putnam,6/17/2019,SJRWMD,No,mixed algae; no dominant species in sample,,,1.29,,0.14,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.14;  Saxitoxin/Paralytic Shellfish Toxins: 0.05,,6/17/2019 15:45,29.57844444,-81.62688889,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/405/attachments/430?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Bull Creek upstream of Dead Lake,Flagler,6/12/2019,DEP_NE_ROC,Yes,Dominant taxon: Microcystis aeruginosa,,,58.89,,0.37,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.37 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,6/12/2019 14:40,29.42537321,-81.43789373,0.1,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/393/attachments/408?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Ashby near Ashby Canal,Volusia,6/11/2019,DEP_CEN_ROC,Yes,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,6/11/2019 14:25,28.9306,-81.10487,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/392/attachments/405?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
OLC (Orange Lake-Center),Alachua,6/11/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,1.97,,,,0.09,,,,,,Anatoxin-a: 0.09; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: not detected,,6/11/2019 14:00,29.465,-82.1775,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/397/attachments/415?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Cypress Lake,Orange,6/6/2019,County,Yes,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,Samples collected by Orange County staff.,6/6/2019 13:10,28.48133,-81.56732,0.3,
LEO,Volusia,6/5/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,2.2,,0.88,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.88;  Saxitoxin/Paralytic Shellfish Toxins: 0.48,,6/5/2019 15:50,29.3095,-81.60697222,0.3,
Palatka City Dock,Putnam,6/5/2019,SJRWMD,Yes,Dominant taxon: Cylindrospermopsis raciborskii,,,0.81,,1.05,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 1.05;  Saxitoxin/Paralytic Shellfish Toxins: 0.75,,6/5/2019 14:30,29.64364444,-81.63076667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/388/attachments/401?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Canal near CM 81,Volusia,6/4/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,0.39,,0.09,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.09;  Saxitoxin/Paralytic Shellfish Toxins: not detected,,6/4/2019 13:10,28.92147222,-81.34772222,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/380/attachments/387?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
HAW,Volusia,6/3/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,0.32,,0.19,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.19;  Saxitoxin/Paralytic Shellfish Toxins: 0.29,,6/3/2019 18:20,29.396958,-81.428453,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/379/attachments/386?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
HAW CREEK 1,Volusia,6/3/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.49,,0.23,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.23;  Saxitoxin/Paralytic Shellfish Toxins: 0.40,,6/3/2019 18:13,29.39934,-81.42401,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/378/attachments/385?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Indian River Lagoon S. of Eau Gallie Causeway,Brevard,5/30/2019,DEP_CEN_ROC,Yes,Dominant taxon: Protoperidinium sp.,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,,5/30/2019 19:15,28.12159,-80.5916,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/360/attachments/350?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Mandarin Park Boat Ramp (Julington Creek),Duval,5/30/2019,STATE_AGENCY,Yes,Dominant taxon: Anabaena sp.,,,,,,,,,,,,,not collected,,5/30/2019 17:57,30.1336,-81.6341,0.5,
Fairway Ridge Drive; NW of (Doctors Lake),Clay,5/30/2019,STATE_AGENCY,Yes,Co-dominant taxa were: Anabaena spp. and Limnothrix sp.,,,,,,,,,,,,,not collected,,5/30/2019 13:55,30.1213,-81.7403,0.5,
SJR at Doctor's Lake Entrance,Clay,5/30/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,0.08,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.08;  Saxitoxin/Paralytic Shellfish Toxins: 0.08,,5/30/2019 13:53,30.14930556,-81.69922222,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/364/attachments/366?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctor's Lake near DTL,Clay,5/30/2019,SJRWMD,Yes,Dominant taxon: Planktolyngbya limnetica,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: 0.09,,5/30/2019 13:47,30.14075,-81.72663889,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/363/attachments/367?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Swimming Pen Creek,Clay,5/30/2019,STATE_AGENCY,Yes,Co-dominant taxa were: Anabaena spp. and Limnothrix sp.,,,,,,,,,,,,,not collected,,5/30/2019 13:33,30.0988,-81.7465,0.5,
SJR S. of Buckman Bridge,Clay,5/30/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: 0.07,,5/30/2019 13:20,30.16519444,-81.69166667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/362/attachments/365?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctors Lake at Boy Scout Camp,Clay,5/30/2019,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,"slight green streaks of algae, oxygen was 99%",5/30/2019 13:15,30.15093995,-81.72445946,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/353/attachments/346?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
"SJR  N. of Buckman Bridge, S. of NAS JAX",Duval,5/30/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: 0.06,,5/30/2019 12:52,30.20147222,-81.67680556,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/361/attachments/364?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctors Lake at Swimming Pen Creek,Clay,5/30/2019,DEP_NE_ROC,Yes,Dominant taxon: Planktolyngbya limnetica,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,slight streaks in water,5/30/2019 12:50,30.10699632,-81.74956878,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/354/attachments/348?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Bull Creek near Dead Lake,Flagler,5/29/2019,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,,,0.79,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: 0.18,,5/29/2019 12:57,29.42472,-81.43667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/358/attachments/362?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJWSIL,StJohns,5/28/2019,SJRWMD,No,Dominant taxon: Planktolyngbya limnetica,,,1.68,,0.5,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.50;  Saxitoxin/Paralytic Shellfish Toxins: 2.2,,5/28/2019 16:53,29.89548,-81.59458,0.3,
Fellsmere Water Mgmt Area 1,IndianRiver,5/28/2019,SJRWMD,No,Dominant taxon: Coelospharium dubium,,,1.21,,1.83,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 1.83;  Saxitoxin/Paralytic Shellfish Toxins: not detected,,5/28/2019 16:40,27.7956666,-80.70452777,0.3,
SJR at Shands Bridge,StJohns,5/28/2019,SJRWMD,No,Dominant taxon: Planktolyngbya limnetica,,,0.6,,0.32,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.32;  Saxitoxin/Paralytic Shellfish Toxins: 0.90,,5/28/2019 16:28,29.98116,-81.62367,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/356/attachments/361?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
LSJR off Greencove (GC) Point,Clay,5/28/2019,DEP_NE_ROC,Yes,Dominant taxon: Planktolyngbya limnetica,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,,5/28/2019 13:40,29.98927,-81.65719,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/345/attachments/331?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
KNIGHT'S LANDING,Clay,5/28/2019,SJRWMD,No,mixed algae; no dominant species in sample,,,,,0.07,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.07;  Saxitoxin/Paralytic Shellfish Toxins: 0.19,,5/28/2019 12:51,30.04128,-81.70714,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/355/attachments/360?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
CM13,Putnam,5/23/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,1.84,,0.54,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.54;  Saxitoxin/Paralytic Shellfish Toxins: 0.45,,5/23/2019 16:30,29.59122707,-81.61633418,0.3,
SJP,Putnam,5/23/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,3.5,,0.44,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.44;  Saxitoxin/Paralytic Shellfish Toxins: 0.70,,5/23/2019 16:15,29.64436111,-81.62594444,0.3,
SJRCC,Putnam,5/23/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,3.54,,0.28,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.28;  Saxitoxin/Paralytic Shellfish Toxins: 0.95,,5/23/2019 16:00,29.70008333,-81.63669444,0.3,
SRP,StJohns,5/23/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,3.06,,0.38,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.38;  Saxitoxin/Paralytic Shellfish Toxins: 3.3,,5/23/2019 15:31,29.80169,-81.55453,0.3,
Palatka City Dock,Putnam,5/23/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,2.57,,0.36,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.36;  Saxitoxin/Paralytic Shellfish Toxins: 0.60,,5/23/2019 14:45,29.64364444,-81.63076667,0.3,
SJRCC,Putnam,5/21/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,,,0.28,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.28;  Saxitoxin/Paralytic Shellfish Toxins: 0.98,,5/21/2019 17:01,29.70008333,-81.63669444,0.3,
SJP,Putnam,5/21/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,3.27,,0.31,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.31;  Saxitoxin/Paralytic Shellfish Toxins: 0.70,,5/21/2019 15:58,29.64436111,-81.62594444,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/327/attachments/321?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
CM13,Putnam,5/21/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,4,J (J qualifier indicates an estimated value),0.43,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.43;  Saxitoxin/Paralytic Shellfish Toxins: 0.50,,5/21/2019 15:45,29.59646,-81.60803,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/326/attachments/320?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
BB22,Putnam,5/21/2019,SJRWMD,Yes,Co-dominant taxa were: Microcystis aeruginosa and Planktolyngbya limnetica,,,1.66,,0.57,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.57;  Saxitoxin/Paralytic Shellfish Toxins: 0.43,,5/21/2019 15:19,29.59602778,-81.67841667,0.3,
WELAKA BOAT RAMP,Putnam,5/21/2019,SJRWMD,Yes,Co-dominant taxa were: Microcystis aeruginosa and Planktolyngbya limnetica,,,1.87,,0.6,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.60;  Saxitoxin/Paralytic Shellfish Toxins: 0.60,,5/21/2019 14:34,29.47861111,-81.67487222,0.3,
