"location","datetime","date","latitude","longitude","county","visitor","algaeobserved","sampledepth","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","picurl"
"Lake Monroe-Center (LMAC)",2020-07-08 14:53:00,2020-07-08,28.8349722222222,-81.2709166666667,"Volusia","SJRWMD","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Jesup-off Grassy Point (OW-2)",2020-07-08 13:46:00,2020-07-08,28.7647777777778,-81.1763055555556,"Seminole","SJRWMD","No",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"St.Johns R. @ Beechers Pt",2020-07-06 16:35:00,2020-07-06,29.4678636873271,-81.6844682814115,"Putnam","DEP_NE_ROC","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","No algae bloom observed. No pictures taken due to lightning",
"Crescent Lake @ Eagle Trail",2020-07-06 15:40:00,2020-07-06,29.3848940272227,-81.4726018075021,"Putnam","DEP_NE_ROC","Yes",0.13,"Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii",,"Yes",0.79,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",0.31,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.31 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","Visible green algae","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1077/attachments/1277?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Mann @ boat ramp",2020-07-01 18:52:00,2020-07-01,28.5345068595356,-81.4234940504614,"Orange","DEP_CEN_ROC","Yes",0.3,"Mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Green color suspended throughout water column ",
"Dead Lake boat ramp",2020-07-01 15:20:00,2020-07-01,29.42330796,-81.43548556,"Flagler","DEP_NE_ROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii",,"Yes",9.8,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","at boat ramp launch","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1070/attachments/1271?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Crescent Lake near Haw Creek",2020-07-01 14:45:00,2020-07-01,29.39877932,-81.43391807,"Flagler","DEP_NE_ROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii",,"Yes",1.9,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","thick green streaks","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1069/attachments/1269?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Crescent Lake east side boat ramp",2020-07-01 13:55:00,2020-07-01,29.49356009,-81.48794747,"Flagler","DEP_NE_ROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii",,"Yes",0.43,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",0.25,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.25 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","streaks of green","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1068/attachments/1267?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Indian River (HAB20PB17)",2020-06-30 14:27:50.584,2020-06-30,28.36373,-80.72213,"Brevard","SJRWMD","Yes",0.3,"Dominant taxon: Pyrodinium sp",,"Yes",,,,,,,0.89,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.89 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,
"Stick Marsh  structure 96B NW (HAB20PB11)",2020-06-29 16:28:00,2020-06-29,27.825069,-80.741478,"Brevard","SJRWMD","Yes",0.3,"Dominant taxon: Dolichospermum circinale",,"Yes",,,,,,,0.77,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.77 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1073/attachments/1274?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Washington-Center (LWC)",2020-06-25 12:04:00,2020-06-25,28.1424388,-80.746111,"Brevard","SJRWMD","No",0.3,"Mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Stick Marsh-North (STKM)",2020-06-25 11:59:00,2020-06-24,27.81065,-80.724864,"IndianRiver","SJRWMD","No",0.3,"Dominant taxon: Dolichospermum circinale",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1051/attachments/1260?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Doctors Lake-Center (DTL)",2020-06-24 17:35:00,2020-06-24,30.1380555555556,-81.7272222222222,"Clay","SJRWMD","No",0.3,"Mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"SJR at Mandarin Point (MP72)",2020-06-24 17:15:00,2020-06-24,30.1566666666667,-81.6838888888889,"Duval","SJRWMD","No",0.3,"Mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"SJR at Shands Bridge (20030157)",2020-06-24 16:40:00,2020-06-24,29.9812777777778,-81.6216388888889,"StJohns","SJRWMD","No",0.3,"Mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Jesup-off Grassy Point (OW-2)",2020-06-24 14:34:00,2020-06-24,28.7647777777778,-81.1763055555556,"Seminole","SJRWMD","Yes",0.3,"Dominant taxon: Cylindrospermopsis raciborskii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Crescent Lake at City Boat Ramp",2020-06-24 14:25:00,2020-06-24,29.4280666666667,-81.5061278,"Putnam","SJRWMD","No",0.3,"Dominant taxon: Aphanizomenon flosaquae",,"Yes",0.33,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Monroe-Center (LMAC)",2020-06-24 14:20:00,2020-06-24,28.8349722222222,-81.2709166666667,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lochloosa Lake near Lochloosa Park",2020-06-24 14:10:00,2020-06-24,29.5158906,-82.1174652,"Alachua","DEP_NW_ROC","No",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","greenish brown water no algae streaks","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1032/attachments/1245?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Crescent Lake-mouth of Dunns Creek (CRESLM)",2020-06-24 14:00:00,2020-06-24,29.529556,-81.553722,"Putnam","SJRWMD","No",0.3,"Dominant taxon: Aphanizomenon flosaquae",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"SJR at Welaka",2020-06-24 13:10:00,2020-06-24,29.4785305555556,-81.6757444444444,"Putnam","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Blue Cypress Lake-Center (BCL)",2020-06-24 12:42:00,2020-06-24,27.726572,-80.7535556,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake George-Center (LEO)",2020-06-24 12:35:00,2020-06-24,29.3095,-81.6069722222222,"Volusia","SJRWMD","No",0.3,"Mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Minneola @ central East shore ",2020-06-23 16:18:00,2020-06-23,28.5765782091636,-81.7554084974485,"Lake","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1029/attachments/1241?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Indian River Lagoon-1 mile south of A. Max Brewer Pkwy Bridge (HAB20PB8)",2020-06-22 14:55:00,2020-06-22,28.59594,-80.7995,"Brevard","SJRWMD","Yes",0.3,"Dominant taxon: Pyrodinium bahamense",,"Yes",0.41,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,0.63,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.63 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1030/attachments/1243?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Indian River Lagoon-1 mile north of NASA Pkwy Bridge (HAB20PB9)",2020-06-22 14:27:00,2020-06-22,28.55992,-80.72834,"Brevard","SJRWMD","Yes",0.3,"Dominant taxon: Pyrodinium bahamense",,"Yes",,,,,,,0.6,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.60 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1031/attachments/1244?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Washington-Center (LWC)",2020-06-16 11:51:00,2020-06-15,28.1424388888889,-80.7446111111111,"Brevard","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Blue Cypress Lake-Center (BCL)",2020-06-11 14:08:00,2020-06-11,27.7265722222222,-80.7535555555556,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Georges Lake NE-west of Boat Ramp (L20202353)",2020-06-11 14:04:00,2020-06-11,29.8007888888889,-81.8465777777778,"Putnam","SJRWMD","Yes",0.3,"Co-dominant taxa were: Dolichospermum circinale and Anabaena sp.",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1005/attachments/1223?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Stick Marsh-North (STKM)",2020-06-11 12:34:00,2020-06-11,27.81065,-80.72472222,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Crescent Lake-mouth of Dunns Creek (CRESLM)",2020-06-10 18:09:00,2020-06-10,29.5295555555556,-81.5537222222222,"Putnam","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Monroe-Center (LMAC)",2020-06-10 15:27:00,2020-06-10,28.8349722222222,-81.2709166666667,"Volusia","SJRWMD","Yes",0.3,"mixed algae; no dominant species in sample",,"Yes",,,,,,,0.51,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.51 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","Possible bloom present.",
"Lake Jesup-off Grassy Point (OW-2)",2020-06-10 14:01:00,2020-06-10,28.7647777777778,-81.1763055555556,"Seminole","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"Yes",,,,,,,0.5,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.50 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","No bloom visible.",
"Lake George-Center (LEO)",2020-06-10 13:40:00,2020-06-10,29.3083055555556,-81.6063888888889,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"Yes",,,,,,,0.53,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.53 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)","HAB present at site.",
"SJR at Shands Bridge (20030157)",2020-06-09 17:02:00,2020-06-09,29.9816388888889,-81.6221388888889,"StJohns","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"Yes",,,,,,,0.75,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.75 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,
"Doctors Lake-Center (DTL)",2020-06-09 14:58:00,2020-06-09,30.1380555555556,-81.7272222222222,"Clay","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"Yes",,,,,,,0.6,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.60 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,
"SJR at Mandarin Point (MP72)",2020-06-09 14:30:00,2020-06-09,30.1566666666667,-81.6838888888889,"Duval","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"Yes",,,,,,,0.69,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: 0.69 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,
"Blue Cypress Lake-Center (BCL)",2020-05-28 13:04:00,2020-05-28,27.7265722222222,-80.7535555555556,"IndianRiver","SJRWMD","No",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake George-Center (LEO)",2020-05-27 15:15:00,2020-05-27,29.3083055555556,-81.6063888888889,"Volusia","SJRWMD","No",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"SJR at Shands Bridge (20030157)",2020-05-27 14:17:00,2020-05-27,29.9816388888889,-81.6221388888889,"StJohns","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Crescent Lake-east of Pamona Landing (HAB20PK6)",2020-05-27 13:51:00,2020-05-27,29.506591,-81.531801,"Putnam","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"Yes",0.35,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Crescent Lake-mouth of Dunns Creek (CRESLM)",2020-05-27 13:27:00,2020-05-27,29.5295555555556,-81.5537222222222,"Putnam","SJRWMD","No",0.3,"Dominant taxon: Dolichospermum sp.",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Doctors Lake-Center (DTL)",2020-05-27 13:22:00,2020-05-27,30.1380555555556,-81.7272222222222,"Clay","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"SJR at Mandarin Point (MP72)",2020-05-27 12:55:00,2020-05-27,30.1566666666667,-81.6838888888889,"Duval","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Washington-Center (LWC)",2020-05-27 12:22:00,2020-05-27,28.1424388888889,-80.7446111111111,"Brevard","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Stick Marsh-North (STKM)",2020-05-27 12:02:00,2020-05-27,27.81065,-80.724864,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Jesup-off Grassy Point (OW-2)",2020-05-20 15:10:00,2020-05-20,28.76477778,-81.17638889,"Seminole","SJRWMD","No",0.6,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected","no bloom visible",
"Lake Monroe-Center (LMAC)",2020-05-20 13:53:00,2020-05-20,28.83497222,-81.27083333,"Volusia","SJRWMD","No",2.4,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Washington-Center (LWC)",2020-05-20 12:16:15.961,2020-05-20,28.1515127932849,-80.7452426630352,"Brevard","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Jennie Jewel @ SE Corner",2020-05-18 14:40:00,2020-05-18,28.4978860788211,-81.3733326936089,"Orange","DEP_CEN_ROC","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/909/attachments/1167?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"SJR at Shands Bridge (20030157)",2020-05-14 14:50:20.55,2020-05-14,29.9834804823102,-81.6163365487558,"StJohns","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Doctors Lake-Center (DTL)",2020-05-14 13:37:00,2020-05-14,30.1380068048413,-81.7279130999181,"Clay","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"SJR at Mandarin Point (MP72)",2020-05-14 13:17:15.412,2020-05-14,30.15666667,-81.68388889,"Duval","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake George-Center (LEO)",2020-05-13 13:24:00,2020-05-13,29.30831,-81.60638889,"Volusia","SJRWMD","No",0.3,"Dominant taxon: Cylindrospermopsis raciborskii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Crescent Lake-mouth of Dunns Creek (CRESLM)",2020-05-13 13:04:00,2020-05-13,29.529555,-81.503722,"Putnam","SJRWMD","No",0.3,"Dominant taxon: Cylindrospermopsis raciborskii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected","no bloom visible",
"Lake Grandin-SE lobe",2020-05-13 12:58:00,2020-05-13,29.67386,-81.88081,"Putnam","SJRWMD","Yes",0.3,"Dominant taxon: Anabaena sp.",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Blue Cypress Lake-Center (BCL)",2020-05-12 14:10:33.313,2020-05-12,27.735018193585,-80.7553080390184,"IndianRiver","SJRWMD","No",0.3,"Dominant taxon: Microcystis wesenbergii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Stick Marsh-North (STKM)",2020-05-12 12:33:02.629,2020-05-12,27.8025763516249,-80.7276765824503,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Fellsmere Water Management Area-Center",2020-04-29 15:42:00,2020-04-29,27.7957,-80.7045,"IndianRiver","SJRWMD","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Dolichospermum circinale",,"Yes",3,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,
"Lake Arnold @ 70m from W shore",2020-04-15 15:03:00,2020-04-15,28.5305,-81.3425,"Orange","DEP_CEN_ROC","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Aquashade had been applied to lake. No visible bloom.",
